宝玉,597
凤姐,296
什么,176
那里,116
这里,115
我们,114
黛玉,113
贾母,105
王夫人,99
自己,87
知道,87
出来,87
雨村,86
太太,80
周瑞家,80
贾珍,79
你们,79
秦钟,78
他们,77
不过,77
贾政,75
老爷,75
怎么,75
就是,75
奶奶,72
袭人,68
没有,68
不是,68
咱们,66
这个,63
这样,59
刘老,59
于是,59
这些,56
如此,54
只是,54
丫鬟,54
媳妇,51
老太太,50
如何,50
贾蓉,49
因此,48
秦氏,47
所以,47
妹妹,47
尤氏,45
还有,43
姐姐,42
这么,41
大家,41
